formula,T(K),k(W/mK),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Mg3Sb1.8Bi0.2,300,1.17,Mg3 Sb1.8 Bi0.2,12,83,71,28.88,20.256,12,68,86,18,74.84,8.208,68,24.305,208.9804,184.6754,66.775816,50.9649792,24.305,544.4,923,378.6,900.9368,28.522944,923,2,15,13,7.2,6.24,2,3,6,3,3.84,1.008,3,139,148,9,140.56,1.1232,141,1.31,2.05,0.74,1.6048,0.35376,1.31,2,2,0,2,0,2,0,3,3,1.2,1.44,0,0,10,10,4,4.8,0,0,14,14,0.56,1.0752,0,2,29,27,7.76,6.912,2,0,0,0,0,0,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.2,1.44,0,22.89,32.95,10.06,26.4136,4.22832,22.89,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,176.64,20.832,194
Mg3Sb2,800,0.6,Mg3 Sb2,12,51,39,27.6,18.72,12,68,85,17,74.8,8.16,68,24.305,121.76,97.455,63.287,46.7784,24.305,903.78,923,19.22,915.312,9.2256,923,2,15,13,7.2,6.24,2,3,5,2,3.8,0.96,3,139,141,2,140.2,0.96,141,1.31,2.05,0.74,1.606,0.3552,1.31,2,2,0,2,0,2,0,3,3,1.2,1.44,0,0,10,10,4,4.8,0,0,0,0,0,0,0,2,15,13,7.2,6.24,2,0,0,0,0,0,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.2,1.44,0,22.89,31.56,8.67,26.358,4.1616,22.89,0,0,0,0,0,0,0,0,0,0,0,0,166,194,28,182.8,13.44,194
Ca5Al1.9Zn0.1Sb6,400,1.27,Ca5 Al1.9 Zn0.1 Sb6,13,51,38,33.36153846,16.2816568,51,7,85,78,53.12307692,35.47928994,85,26.9815386,121.76,94.7784614,76.05791718,42.18653799,121.76,692.68,1115,422.32,987.7339231,97.89698225,903.78,2,15,13,9.684615385,5.911242604,15,3,5,2,4.315384615,0.631952663,5,121,176,55,150.4692308,19.63905325,139,1,2.05,1.05,1.578769231,0.445207101,2.05,2,2,0,2,0,2,0,3,3,1.530769231,1.356213018,3,0,10,10,4.692307692,4.981065089,10,0,0,0,0,0,0,2,15,13,8.223076923,6.313727811,15,0,0,0,0,0,0,0,5,5,2.115384615,1.659763314,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.115384615,1.659763314,3,13.96,37.77,23.81,31.60907692,4.739171598,31.56,0,0,0,0,0,0,0,0,0,0,0,0,166,225,59,197.5307692,29.15964497,166
Ca5Ga1.7Zn0.3Sb6,800,1.3,Ca5 Ga1.7 Zn0.3 Sb6,20,51,31,35.97692308,13.86745562,51,7,85,78,53.19230769,35.53254438,85,40.078,121.76,81.682,82.23793077,36.48191006,121.76,302.91,1115,812.09,901.5716154,166.2141893,903.78,2,15,13,9.669230769,5.899408284,15,4,5,1,4.461538462,0.49704142,5,122,176,54,150.6153846,19.52662722,139,1,2.05,1.05,1.605538462,0.465798817,2.05,2,2,0,2,0,2,0,3,3,1.515384615,1.370414201,3,0,10,10,6.153846154,4.733727811,10,0,0,0,0,0,0,2,15,13,9.669230769,5.899408284,15,0,0,0,0,0,0,0,5,5,2.038461538,1.662130178,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.038461538,1.662130178,3,13.96,37.77,23.81,31.88121154,4.529837278,31.56,0,0,0,0,0,0,0,0,0,0,0,0,64,225,161,176,38.52307692,166
Ca5Ga1.95Zn0.05Sb6,400,1.186,Ca5 Ga1.95 Zn0.05 Sb6,20,51,31,35.99615385,13.84970414,51,7,85,78,53.28846154,35.60650888,85,40.078,121.76,81.682,82.32145,36.40481538,121.76,302.91,1115,812.09,894.0760385,178.8990118,903.78,2,15,13,9.688461538,5.914201183,15,4,5,1,4.461538462,0.49704142,5,122,176,54,150.6153846,19.52662722,139,1,2.05,1.05,1.608615385,0.46816568,2.05,2,2,0,2,0,2,0,3,3,1.534615385,1.352662722,3,0,10,10,6.153846154,4.733727811,10,0,0,0,0,0,0,2,15,13,9.688461538,5.914201183,15,0,0,0,0,0,0,0,5,5,2.134615385,1.658431953,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.134615385,1.658431953,3,13.96,37.77,23.81,31.97539423,4.457389053,31.56,0,0,0,0,0,0,0,0,0,0,0,0,64,225,161,173.5,39.77307692,166
Ca5Ga1.9Zn0.1Sb6,500,1.258,Ca5 Ga1.9 Zn0.1 Sb6,20,51,31,35.99230769,13.85325444,51,7,85,78,53.26923077,35.59171598,85,40.078,121.76,81.682,82.30474615,36.42023432,121.76,302.91,1115,812.09,895.5751538,176.3620473,903.78,2,15,13,9.684615385,5.911242604,15,4,5,1,4.461538462,0.49704142,5,122,176,54,150.6153846,19.52662722,139,1,2.05,1.05,1.608,0.467692308,2.05,2,2,0,2,0,2,0,3,3,1.530769231,1.356213018,3,0,10,10,6.153846154,4.733727811,10,0,0,0,0,0,0,2,15,13,9.684615385,5.911242604,15,0,0,0,0,0,0,0,5,5,2.115384615,1.659763314,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.115384615,1.659763314,3,13.96,37.77,23.81,31.95655769,4.471878698,31.56,0,0,0,0,0,0,0,0,0,0,0,0,64,225,161,174,39.53846154,166
Ca5Ga2Sb6,600,1.032,Ca5 Ga2 Sb6,20,51,31,36,13.84615385,51,7,85,78,53.30769231,35.62130178,85,40.078,121.76,81.682,82.33815385,36.38939645,121.76,302.91,1115,812.09,892.5769231,181.4359763,903.78,2,15,13,9.692307692,5.917159763,15,4,5,1,4.461538462,0.49704142,5,122,176,54,150.6153846,19.52662722,139,1,2.05,1.05,1.609230769,0.468639053,2.05,2,2,0,2,0,2,0,3,3,1.538461538,1.349112426,3,0,10,10,6.153846154,4.733727811,10,0,0,0,0,0,0,2,15,13,9.692307692,5.917159763,15,0,0,0,0,0,0,0,5,5,2.153846154,1.656804734,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.153846154,1.656804734,3,18.8575,37.77,18.9125,31.99423077,4.442899408,31.56,0,0,0,0,0,0,0,0,0,0,0,0,64,225,161,173,40,166
Bi0.985Na0.015CuSeO,300,0.81,Bi0.985 Na0.015 Cu1 Se1 O1,8,83,75,38.23,22.049225,8,2,89,87,81.185,9.1863875,64,15.9994,208.9804,192.981,91.17398513,58.01965932,15.9994,54.8,1357.77,1302.97,612.0917625,372.8391188,54.8,1,16,15,14.4475,1.82460625,11,2,6,4,3.98875,1.001790625,2,66,166,100,116.5675,25.28375,66,0.93,3.44,2.51,2.4734125,0.5215875,1.9,1,2,1,1.74625,0.378721875,1,0,4,4,2.73875,1.389915625,0,0,10,10,7.4625,3.78721875,0,0,14,14,3.4475,5.19710625,0,1,29,28,15.395,7.0029625,6,0,1,1,0.25375,0.378721875,0,0,3,3,1.73875,0.882415625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.9925,0.50369375,1,9.105,32.95,23.845,19.74735,9.65985,9.105,0,0.799,0.799,0.19975,0.299625,0,0,0,0,0,0,0,12,229,217,66.56375,80.43639688,12
Bi0.985Na0.015CuSeO,900,0.5,Bi0.985 Na0.015 Cu1 Se1 O1,8,83,75,38.23,22.049225,8,2,89,87,81.185,9.1863875,64,15.9994,208.9804,192.981,91.17398513,58.01965932,15.9994,54.8,1357.77,1302.97,612.0917625,372.8391188,54.8,1,16,15,14.4475,1.82460625,11,2,6,4,3.98875,1.001790625,2,66,166,100,116.5675,25.28375,66,0.93,3.44,2.51,2.4734125,0.5215875,1.9,1,2,1,1.74625,0.378721875,1,0,4,4,2.73875,1.389915625,0,0,10,10,7.4625,3.78721875,0,0,14,14,3.4475,5.19710625,0,1,29,28,15.395,7.0029625,6,0,1,1,0.25375,0.378721875,0,0,3,3,1.73875,0.882415625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.9925,0.50369375,1,9.105,32.95,23.845,19.74735,9.65985,9.105,0,0.799,0.799,0.19975,0.299625,0,0,0,0,0,0,0,12,229,217,66.56375,80.43639688,12
In4Pb0.01Sn0.03Se2.9Cl0.02,400,0.846,In4 Pb0.01 Sn0.03 Se2.9 Cl0.02,17,82,65,42.70977011,7.405899062,49,75,94,19,80.91810345,6.810332442,75,35.453,207.2,171.747,99.79861494,17.73531484,114.818,171.6,600.61,429.01,456.3492098,32.21029404,429.75,13,17,4,14.26724138,1.459671027,13,3,6,3,4.579022989,0.491594002,5,102,146,44,132.7112069,10.7691736,142,1.78,3.16,1.38,2.106364943,0.376393885,1.78,2,2,0,2,0,2,1,5,4,2.267241379,1.459671027,1,0,10,10,9.971264368,0.057306117,10,0,14,14,0.020114943,0.040172083,0,7,28,21,14.25862069,1.490636147,13,0,0,0,0,0,0,1,5,4,3.732758621,1.459671027,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3.732758621,1.459671027,5,24.26,33.285,9.025,24.99678161,0.849744847,24.26,0,2.493,2.493,0.34008046,0.394806051,0,0,0,0,0,0,0,14,225,211,86.83333333,60.8256705,139
In4Pb0.01Sn0.03Se2.9Cl0.04,700,0.542,In4 Pb0.01 Sn0.03 Se2.9 Cl0.04,17,82,65,42.63610315,7.469955091,49,75,94,19,80.95558739,6.834102347,75,35.453,207.2,171.747,99.61424355,17.89792437,114.818,171.6,600.61,429.01,455.5333095,32.80532097,429.75,13,17,4,14.27507163,1.464552836,13,3,6,3,4.574498567,0.495422862,5,102,146,44,132.6232092,10.84018194,142,1.78,3.16,1.38,2.109383954,0.378801529,1.78,2,2,0,2,0,2,1,5,4,2.275071633,1.464552836,1,0,10,10,9.94269341,0.113956371,10,0,14,14,0.020057307,0.040057142,0,7,28,21,14.23782235,1.503706866,13,0,0,0,0,0,0,1,5,4,3.724928367,1.464552836,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3.724928367,1.464552836,5,24.26,33.285,9.025,24.995351,0.848515201,24.26,0,2.493,2.493,0.346249284,0.40081579,0,0,0,0,0,0,0,14,225,211,86.76790831,60.72712047,139
BiCu0.90SeO,300,1.19,Bi1 Cu0.9 Se1 O1,8,83,75,38.74358974,22.695595,8,64,89,25,81.94871795,8.284023669,86,15.9994,208.9804,192.981,92.59774359,59.68341354,15.9994,54.8,1357.77,1302.97,593.6392308,352.6757396,54.8,11,16,5,14.58974359,1.656804734,15,2,6,4,4,1.025641026,2,66,148,82,116.1025641,25.69362262,66,1.9,3.44,1.54,2.492307692,0.515581854,2.02,1,2,1,1.769230769,0.355029586,2,0,4,4,2.820512821,1.301775148,3,0,10,10,7.435897436,3.813280736,0,0,14,14,3.58974359,5.338593031,0,6,29,23,15.61538462,7.061143984,6,0,1,1,0.230769231,0.355029586,0,0,3,3,1.794871795,0.828402367,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2.025641026,0.499671269,2,9.105,32.95,23.845,19.98410256,9.693228139,9.105,0,0.799,0.799,0.204871795,0.304681131,0,0,0,0,0,0,0,12,225,213,61.66666667,75.38461538,12
BiCu0.925SeO,300,1.4,Bi1 Cu0.925 Se1 O1,8,83,75,38.68152866,22.58266055,8,64,89,25,81.8343949,8.406020528,86,15.9994,208.9804,192.981,92.41270064,59.39755382,15.9994,54.8,1357.77,1302.97,598.5063057,357.8695119,54.8,11,16,5,14.56687898,1.681204106,15,2,6,4,4,1.01910828,2,66,148,82,116.2038217,25.58156518,66,1.9,3.44,1.54,2.488535032,0.516142643,2.02,1,2,1,1.76433121,0.360258023,2,0,4,4,2.802547771,1.320946083,3,0,10,10,7.452229299,3.797314293,0,0,14,14,3.566878981,5.31624001,0,6,29,23,15.58598726,7.046127632,6,0,1,1,0.23566879,0.360258023,0,0,3,3,1.78343949,0.840602053,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2.01910828,0.499817437,2,9.105,32.95,23.845,19.92732484,9.689350481,9.105,0,0.799,0.799,0.203566879,0.303405412,0,0,0,0,0,0,0,12,225,213,62.70700637,76.49478681,12
BiCuSeO,500,0.497,Bi1 Cu1 Se1 O1,8,83,75,38.5,22.25,8,64,89,25,81.5,8.75,64,15.9994,208.9804,192.981,91.87145,58.554475,15.9994,54.8,1357.77,1302.97,612.7425,372.51375,54.8,11,16,5,14.5,1.75,11,2,6,4,4,1,2,66,148,82,116.5,25.25,66,1.9,3.44,1.54,2.4775,0.5175,1.9,1,2,1,1.75,0.375,1,0,4,4,2.75,1.375,0,0,10,10,7.5,3.75,0,0,14,14,3.5,5.25,0,6,29,23,15.5,7,6,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,1,9.105,32.95,23.845,19.76125,9.67375,9.105,0,0.799,0.799,0.19975,0.299625,0,0,0,0,0,0,0,12,225,213,65.75,79.625,12
FeNb0.80Ti0.20Sb,900,4.7,Fe1 Nb0.8 Ti0.2 Sb1,22,51,29,38.06666667,10.18666667,26,43,85,42,62.06666667,15.28888889,55,47.867,121.76,73.893,87.16783467,26.12200107,55.845,903.78,2750,1846.22,1767.66,575.92,903.78,4,15,11,9.266666667,3.822222222,8,4,5,1,4.6,0.48,4,132,164,32,144.7333333,12.31111111,132,1.54,2.05,0.51,1.822666667,0.156444444,1.83,1,2,1,1.733333333,0.391111111,2,0,3,3,1,1.333333333,0,2,10,8,6.533333333,2.311111111,6,0,0,0,0,0,0,4,15,11,9.266666667,3.822222222,8,0,1,1,0.266666667,0.391111111,0,0,3,3,1,1.333333333,0,0,8,8,3.466666667,2.311111111,0,0,0,0,0,0,0,3,8,5,4.733333333,1.644444444,3,10.73,31.56,20.83,20.05733333,7.668444444,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.703555769,0.938071354,0,166,229,63,205.6666667,28,166
FeNb0.88Ti0.12Sb,500,8.24,Fe1 Nb0.88 Ti0.12 Sb1,22,51,29,38.57333333,9.708088889,26,43,85,42,62.17333333,15.21777778,55,47.867,121.76,73.893,88.3688848,24.92274065,55.845,903.78,2750,1846.22,1789.233333,590.3022222,903.78,4,15,11,9.293333333,3.804444444,8,4,5,1,4.626666667,0.467911111,4,132,164,32,144.84,12.45333333,132,1.54,2.05,0.51,1.824266667,0.154311111,1.83,1,2,1,1.706666667,0.414577778,2,0,3,3,1,1.333333333,0,2,10,8,6.586666667,2.275555556,6,0,0,0,0,0,0,4,15,11,9.293333333,3.804444444,8,0,1,1,0.293333333,0.414577778,0,0,3,3,1,1.333333333,0,0,8,8,3.413333333,2.275555556,0,0,0,0,0,0,0,3,8,5,4.706666667,1.608888889,3,10.73,31.56,20.83,20.09706667,7.641955556,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.703555168,0.938071755,0,166,229,63,206.6,28.07466667,166
FeNb0.92Ti0.08Sb,700,7.4,Fe1 Nb0.92 Ti0.08 Sb1,22,51,29,38.82666667,9.448533333,26,43,85,42,62.22666667,15.18222222,55,47.867,121.76,73.893,88.96940987,24.27506844,55.845,903.78,2750,1846.22,1800.02,597.4933333,903.78,4,15,11,9.306666667,3.795555556,8,4,5,1,4.64,0.4608,4,132,164,32,144.8933333,12.52444444,132,1.54,2.05,0.51,1.825066667,0.153244444,1.83,1,2,1,1.693333333,0.425244444,2,0,3,3,1,1.333333333,0,2,10,8,6.613333333,2.257777778,6,0,0,0,0,0,0,4,15,11,9.306666667,3.795555556,8,0,1,1,0.306666667,0.425244444,0,0,3,3,1,1.333333333,0,0,8,8,3.386666667,2.257777778,0,0,0,0,0,0,0,3,8,5,4.693333333,1.591111111,3,10.73,31.56,20.83,20.11693333,7.628711111,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.703554868,0.938071955,0,166,229,63,207.0666667,28.07466667,166
AgSn15.0BiTe17.0,400,2.41,Ag1 Sn15 Bi1 Te17,47,83,36,51.88235294,1.948096886,52,65,90,25,84.73529412,5.339100346,90,107.8682,208.9804,101.1122,125.4911353,7.019997924,127.6,505.08,1234.93,729.85,636.4926471,121.3695502,722.66,11,16,5,14.94117647,1.062283737,16,5,6,1,5.029411765,0.057093426,5,138,148,10,138.9411765,0.941176471,138,1.93,2.1,0.17,2.030882353,0.069117647,2.1,1,2,1,1.970588235,0.057093426,2,0,4,4,2.970588235,1.031141869,4,10,10,0,10,0,10,0,14,14,0.411764706,0.799307958,0,11,29,18,15.35294118,1.44982699,16,0,1,1,0.029411765,0.057093426,0,0,4,4,2.852941176,1.020761246,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.882352941,0.993079585,2,16.33,34.76333333,18.43333333,33.51563725,1.247696078,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,0,12,225,213,145.1764706,11.51903114,152
AgSn25.0BiTe27.0,400,3.19,Ag1 Sn25 Bi1 Te27,47,83,36,51.55555556,1.609053498,52,65,90,25,84.83333333,5.209876543,90,107.8682,208.9804,101.1122,124.6259,6.098340741,127.6,505.08,1234.93,729.85,628.1138889,117.0207819,722.66,11,16,5,14.96296296,1.038408779,16,5,6,1,5.018518519,0.036351166,5,138,148,10,138.7777778,0.777777778,138,1.93,2.1,0.17,2.030555556,0.069444444,2.1,1,2,1,1.981481481,0.036351166,2,0,4,4,2.981481481,1.01920439,4,10,10,0,10,0,10,0,14,14,0.259259259,0.508916324,0,11,29,18,15.22222222,1.288065844,16,0,1,1,0.018518519,0.036351166,0,0,4,4,2.907407407,1.015089163,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.925925926,0.997256516,2,16.33,34.76333333,18.43333333,33.70398148,1.059351852,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,0,12,225,213,145.6666667,9.271604938,152
SnTe,400,7.365,Sn1 Te1,50,52,2,51,1,50,80,90,10,85,5,80,118.71,127.6,8.89,123.155,4.445,118.71,505.08,722.66,217.58,613.87,108.79,505.08,14,16,2,15,1,14,5,5,0,5,0,5,138,139,1,138.5,0.5,138,1.96,2.1,0.14,2.03,0.07,1.96,2,2,0,2,0,2,2,4,2,3,1,2,10,10,0,10,0,10,0,0,0,0,0,0,14,16,2,15,1,14,0,0,0,0,0,0,2,4,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,1,2,33.285,34.76333333,1.478333333,34.02416667,0.739166667,33.285,0,0.464,0.464,0.232,0.232,0,0,0,0,0,0,0,141,152,11,146.5,5.5,141
SnTe,600,5.61,Sn1 Te1,50,52,2,51,1,50,80,90,10,85,5,80,118.71,127.6,8.89,123.155,4.445,118.71,505.08,722.66,217.58,613.87,108.79,505.08,14,16,2,15,1,14,5,5,0,5,0,5,138,139,1,138.5,0.5,138,1.96,2.1,0.14,2.03,0.07,1.96,2,2,0,2,0,2,2,4,2,3,1,2,10,10,0,10,0,10,0,0,0,0,0,0,14,16,2,15,1,14,0,0,0,0,0,0,2,4,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,1,2,33.285,34.76333333,1.478333333,34.02416667,0.739166667,33.285,0,0.464,0.464,0.232,0.232,0,0,0,0,0,0,0,141,152,11,146.5,5.5,141
Zn0.85Cd0.15Sc0.02O1.03,900,3.8,Zn0.85 Cd0.15 Sc0.02 O1.03,8,48,40,20.17560976,12.23500297,8,11,87,76,77.55121951,9.4948721,87,15.9994,112.411,96.4116,43.8112928,27.94756057,15.9994,54.8,1814,1759.2,375.9195122,322.6859488,54.8,3,16,13,13.92195122,2.088185604,16,2,5,3,3.068292683,1.073503867,2,66,170,104,95.94146341,30.08751933,66,1.36,3.44,2.08,2.549463415,0.894880666,3.44,2,2,0,2,0,2,0,4,4,2.009756098,1.999952409,4,0,10,10,4.887804878,4.987507436,0,0,0,0,0,0,0,3,12,9,8.897560976,3.02676978,6,0,0,0,0,0,0,0,2,2,1.004878049,0.999976205,2,0,9,9,0.087804878,0.17389649,0,0,0,0,0,0,0,0,9,9,1.092682927,1.066032124,2,9.105,22.235,13.13,12.00639024,2.915543367,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,6.20E-08,1.23E-07,0,12,194,182,102.5560976,90.99783462,12
Zn0.875Cd0.125Sc0.02O1.03,500,5.08,Zn0.875 Cd0.125 Sc0.02 O1.03,8,48,40,19.95609756,12.01441999,8,11,87,76,77.53902439,9.50712671,87,15.9994,112.411,96.4116,43.23774402,27.37121399,15.9994,54.8,1814,1759.2,377.1202439,323.8925378,54.8,3,16,13,13.92195122,2.088185604,16,2,5,3,3.056097561,1.061249256,2,66,170,104,95.67317073,29.81791791,66,1.36,3.44,2.08,2.54897561,0.895370851,3.44,2,2,0,2,0,2,0,4,4,2.009756098,1.999952409,4,0,10,10,4.887804878,4.987507436,0,0,0,0,0,0,0,3,12,9,8.897560976,3.02676978,6,0,0,0,0,0,0,0,2,2,1.004878049,0.999976205,2,0,9,9,0.087804878,0.17389649,0,0,0,0,0,0,0,0,9,9,1.092682927,1.066032124,2,9.105,22.235,13.13,11.93889024,2.847714099,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,6.20E-08,1.23E-07,0,12,194,182,102.5560976,90.99783462,12
Zn0.95Cd0.05Sc0.02O1.03,600,6.75,Zn0.95 Cd0.05 Sc0.02 O1.03,8,48,40,19.29756098,11.35267103,8,11,87,76,77.50243902,9.543890541,87,15.9994,112.411,96.4116,41.51709768,25.64217425,15.9994,54.8,1814,1759.2,380.722439,327.5123046,54.8,3,16,13,13.92195122,2.088185604,16,2,5,3,3.019512195,1.024485425,2,66,170,104,94.86829268,29.00911362,66,1.36,3.44,2.08,2.547512195,0.896841404,3.44,2,2,0,2,0,2,0,4,4,2.009756098,1.999952409,4,0,10,10,4.887804878,4.987507436,0,0,0,0,0,0,0,3,12,9,8.897560976,3.02676978,6,0,0,0,0,0,0,0,2,2,1.004878049,0.999976205,2,0,9,9,0.087804878,0.17389649,0,0,0,0,0,0,0,0,9,9,1.092682927,1.066032124,2,9.105,22.235,13.13,11.73639024,2.644226294,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,6.20E-08,1.23E-07,0,12,194,182,102.5560976,90.99783462,12
Zn0.9Cd0.1Sc0.006O1.009,300,8.44,Zn0.9 Cd0.1 Sc0.006 O1.009,8,48,40,19.85012407,11.86776693,8,11,87,76,77.89032258,9.123240215,87,15.9994,112.411,96.4116,42.92616877,26.96685825,15.9994,54.8,1814,1759.2,371.7177171,317.3895549,54.8,3,16,13,13.97617866,2.026834473,16,2,5,3,3.048138958,1.049699462,2,66,170,104,95.19305211,29.23651571,66,1.36,3.44,2.08,2.547454094,0.893874758,3.44,2,2,0,2,0,2,0,4,4,2.002977667,1.999995567,4,0,10,10,4.965756824,4.996767421,0,0,0,0,0,0,0,3,12,9,8.968734491,3.008700257,6,0,0,0,0,0,0,0,2,2,1.001488834,0.999997783,2,0,9,9,0.026799007,0.053438418,0,0,0,0,0,0,0,0,9,9,1.028287841,1.020633093,2,9.105,22.235,13.13,11.82821588,2.727270297,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,1.89E-08,3.77E-08,0,12,194,182,102.8645161,90.99979829,12
Zn0.9Cd0.1Sc0.01O1.015,500,5.7,Zn0.9 Cd0.1 Sc0.01 O1.015,8,48,40,19.81728395,11.84646243,8,11,87,76,77.78518519,9.237567444,87,15.9994,112.411,96.4116,42.85039512,26.91729387,15.9994,54.8,1814,1759.2,373.6276543,319.6148831,54.8,3,16,13,13.96049383,2.044541991,16,2,5,3,3.04691358,1.049498552,2,66,170,104,95.25432099,29.32655388,66,1.36,3.44,2.08,2.547753086,0.894449992,3.44,2,2,0,2,0,2,0,4,4,2.004938272,1.999987807,4,0,10,10,4.943209877,4.994360616,0,0,0,0,0,0,0,3,12,9,8.948148148,3.014174668,6,0,0,0,0,0,0,0,2,2,1.002469136,0.999993903,2,0,9,9,0.044444444,0.088449931,0,0,0,0,0,0,0,0,9,9,1.04691358,1.033988721,2,9.105,22.235,13.13,11.8407037,2.742458528,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,3.14E-08,6.24E-08,0,12,194,182,102.7753086,90.99944521,12
